-17.5625,2.24489,0.0248753,-0.265641,-0.0993368,-0.252543,0.368834,0.029008,-0.230483,-0.3108,-0.0151965,-0.160852,-0.000442046,0.0106145,0.0703937,0.239936,0.172563,0.42062,-0.158231,0.243176
-17.1272,2.16892,0.443915,-0.0211127,-0.109124,-0.52051,0.380405,0.103915,-0.310018,-0.351877,-0.313668,0.155505,-0.114564,0.0437359,0.23932,0.153111,-0.250473,0.221757,-0.0263323,-0.140596
-15.5489,2.02154,-0.108078,0.0646906,-0.43442,-0.642887,0.332648,0.0985286,-0.235675,-0.303927,-0.0845722,0.261685,-0.126686,-0.18025,-0.10532,0.00777405,-0.28366,0.0963733,0.207563,0.160312
-16.5328,2.24586,0.0242769,0.0770116,-0.337178,-0.373092,0.349507,0.079353,-0.303465,-0.29939,-0.213052,-0.168507,-0.213961,0.0148773,0.140004,0.227385,-0.0395336,0.208884,0.144836,0.0530438
-17.4607,2.14053,0.122502,0.185533,-0.0894875,-0.405518,0.344359,0.277574,-0.282766,-0.620493,-0.195805,-0.0174323,-0.288002,0.0636349,0.0156329,0.152238,0.0905274,0.522886,0.210529,0.113868
-18.2068,2.40501,0.485784,0.29447,-0.252156,-0.353086,0.330444,0.181005,-0.130087,-0.139971,0.0970332,0.215372,0.0387757,0.21681,0.226912,0.198222,0.0385131,0.165712,-0.0451428,-0.0406686
-16.9155,2.46429,0.274498,0.258985,-0.241729,-0.724212,0.274595,-0.0791747,-0.429722,-0.319929,-0.0963232,0.299968,-0.0308249,0.104726,0.167795,0.00748591,-0.495181,-0.0970132,0.0628787,0.0221466
-15.9866,2.1925,-0.00277711,-0.0462026,-0.611782,-0.849661,0.224683,0.0444252,-0.166667,-0.251232,-0.222147,0.109987,-0.250866,-0.0169899,0.0134638,0.134036,-0.291535,0.184093,0.104845,0.112777
-14.86,2.36818,-0.794757,0.513915,-0.270019,-0.49801,-0.121508,-0.0686109,-0.312796,-0.569951,-0.1668,0.0740126,0.065826,0.291327,0.0190228,-0.0251058,-0.113558,-0.0309133,-0.0901581,0.0925254
-12.7349,2.03832,-1.23688,0.380498,-0.77639,-0.456943,-0.296018,0.223104,-0.448883,-0.510245,-0.0712429,-0.0281682,-0.173716,0.251582,-0.203191,-0.377339,0.105622,-0.342625,-0.124132,0.136002
-12.1191,2.09952,-1.11891,0.518701,-0.906075,-0.490709,-0.134207,0.204478,-0.781831,-0.680984,-0.0869191,0.205356,-0.23756,0.0423534,0.101344,-0.436181,0.484941,-0.31743,-0.407532,0.296541
-11.8047,1.96018,-1.04416,0.655477,-0.950867,-0.242772,-0.364752,-0.0741593,-0.851276,-0.242826,0.1852,0.13025,-0.399319,0.0019173,-0.0372404,-0.286973,0.387461,-0.211739,-0.194644,0.282193
-11.93,2.39857,-1.08802,0.803913,-0.399642,-0.382844,-0.529879,-0.112771,-0.702137,-0.091872,0.0437518,0.371753,-0.0198727,0.0201536,-0.115607,-0.160282,0.308088,0.0177905,-0.0544888,0.333611
