0.000749088,0.00145749,0.00173602,0.00149656,0.00116481,0.000901833,0.00144961,0.00241731,0.00237577,0.00151771,0.000700899,0.000648434
0.00204209,0.00268446,0.00587137,0.00312728,0.000792306,0.00234684,0.00715778,0.00808352,0.00432118,0.0020537,0.00211425,0.00333432
0.00338556,0.0028916,0.00717192,0.00482825,0.00121064,0.00255056,0.00520846,0.00570728,0.00251279,0.00158535,0.00233556,0.00593433
0.00219911,0.00340633,0.00803959,0.00559616,0.00200867,0.00249562,0.00467372,0.00714359,0.00483731,0.00234616,0.00213283,0.00354918
0.00301762,0.00330886,0.00830586,0.00572057,0.00211365,0.00329643,0.00620427,0.0086198,0.00470125,0.00250184,0.00329805,0.00522373
0.00210206,0.00256627,0.00709059,0.00490867,0.00155951,0.00197067,0.00492969,0.00524921,0.00240547,0.0012771,0.00190882,0.00371854
0.00238942,0.00227256,0.00519512,0.00332584,0.00087447,0.00177427,0.005959,0.0063471,0.00197313,0.0011836,0.00159173,0.0036511
0.00225596,0.00181479,0.00395193,0.00265873,0.000882356,0.00119651,0.00323818,0.0104365,0.00645317,0.000832293,0.00158406,0.00331241
0.00165885,0.00166736,0.00306968,0.00198424,0.000606877,0.000780163,0.00301151,0.00697528,0.00373012,0.00137914,0.00135206,0.00225209
0.00123016,0.00170972,0.00325552,0.00262021,0.00144343,0.00150047,0.00250068,0.00557305,0.00402857,0.00198676,0.00133084,0.00146799
0.0013307,0.00143804,0.0021775,0.0023709,0.00215961,0.00335969,0.00972156,0.00990974,0.00477478,0.00136938,0.00117226,0.00161894
0.00128395,0.000807906,0.00178863,0.00200956,0.0013995,0.00120859,0.00516856,0.010332,0.00534971,0.0011474,0.000739828,0.00177183
0.000943947,0.000864169,0.00179066,0.0015538,0.000793502,0.000369443,0.00235371,0.00980201,0.00788146,0.00130372,0.000666448,0.00120277
0.00138301,0.000993878,0.00173244,0.00136152,0.000982963,0.000894774,0.0038318,0.0113788,0.0080247,0.00142211,0.000778015,0.00121981
0.00253686,0.00191511,0.00120768,0.000911346,0.000537625,0.000538158,0.00158089,0.00485356,0.00330979,0.000714764,0.000454188,0.00157255
0.00147777,0.000970312,0.000963475,0.000655891,0.000283835,0.000379719,0.00115895,0.00332873,0.00223519,0.000479289,0.000379604,0.00107807
0.00783512,0.00183759,0.000977833,0.000674013,0.000438942,0.000396252,0.000713772,0.00182644,0.00161983,0.000478422,0.0017812,0.0111941
0.00572403,0.00200957,0.000794371,0.000588721,0.00046729,0.000595129,0.00112614,0.00155963,0.000854257,0.000363502,0.00113389,0.00616339
0.00167873,0.00131034,0.000938819,0.00082969,0.000542967,0.000571284,0.00107724,0.00237535,0.00365462,0.00265938,0.000814517,0.00131005
0.000810769,0.000890464,0.000737032,0.000605453,0.000339578,0.000277774,0.000635092,0.00274982,0.0087425,0.00679362,0.00117914,0.000796933
0.000927491,0.000686914,0.000946101,0.00073127,0.000415675,0.000286828,0.000691563,0.00707068,0.0171319,0.00911591,0.000503705,0.000823505
0.000926693,0.000983428,0.000653973,0.000566339,0.000393372,0.000307737,0.000706185,0.00855578,0.020557,0.0105381,0.000903069,0.000926525
0.00127097,0.00126878,0.000725505,0.000451129,0.000480905,0.000452664,0.000830017,0.00589446,0.0233501,0.0173405,0.00226674,0.000651393
0.00131638,0.0020018,0.00133656,0.000937118,0.000556381,0.00251501,0.00601092,0.0126257,0.0288254,0.0171147,0.00170419,0.000912295
0.00342908,0.00344988,0.00215741,0.000704063,0.00053906,0.00317722,0.00763572,0.0112652,0.0194634,0.0095433,0.000855986,0.00182014
0.00208439,0.00123694,0.00115387,0.000687403,0.000302768,0.00168006,0.00410446,0.00633616,0.0190745,0.0134719,0.00181789,0.00104598
0.00212433,0.00108483,0.000930345,0.000583653,0.000266829,0.000935251,0.00241291,0.00459262,0.0110378,0.00669945,0.000557728,0.00127225
0.00214099,0.0018819,0.00143206,0.000558065,0.000590624,0.000980029,0.00223287,0.00687639,0.013614,0.00752287,0.000950582,0.00147727
0.00589732,0.0048582,0.00183217,0.00114313,0.00110948,0.00336761,0.0100527,0.00872858,0.00688787,0.00397119,0.00238885,0.00259818
0.00749062,0.00455637,0.0016606,0.00083635,0.00124925,0.00279355,0.00796873,0.00880738,0.00442252,0.00232428,0.00241627,0.00422355
0.00547716,0.00207266,0.000796326,0.00078935,0.000490076,0.00148918,0.00290585,0.00480332,0.00777069,0.00429682,0.00182766,0.00317919
0.00400743,0.00230533,0.00128626,0.00089645,0.00118851,0.00131523,0.00252594,0.0029385,0.00411396,0.00294693,0.00200787,0.00195529
0.00533534,0.00374086,0.0019656,0.00128451,0.00141864,0.00247962,0.00570732,0.00417575,0.00437545,0.00370511,0.00221026,0.00266336
0.00375319,0.0024561,0.00153491,0.000756775,0.000964039,0.00349099,0.00804567,0.00609787,0.00483345,0.00379134,0.00239043,0.00216987
0.00376852,0.00217017,0.000957608,0.000587153,0.000920597,0.00245419,0.00447356,0.00307899,0.00204901,0.00169064,0.000756124,0.00181923
0.00349671,0.00186518,0.000746091,0.000475373,0.000634276,0.000945226,0.00259731,0.00281071,0.00242943,0.00203292,0.000847736,0.00185186
0.00379459,0.00207465,0.000424225,0.000593558,0.000857354,0.00146884,0.00296798,0.00253958,0.00262345,0.00246372,0.00141289,0.00222379
0.00462987,0.00258149,0.00144762,0.00129834,0.00176175,0.00153092,0.0052418,0.00856045,0.00451647,0.00322621,0.00199107,0.0033727
0.005174,0.00340218,0.00156602,0.00155568,0.00201094,0.00251247,0.00505529,0.00824056,0.00553502,0.00312545,0.00226229,0.00304133
0.00468577,0.00281779,0.00172713,0.00129295,0.000961119,0.00214566,0.00677273,0.00727918,0.00373661,0.0015419,0.00127391,0.00332145
0.00492779,0.00213386,0.000622321,0.00109393,0.00139792,0.0020125,0.00508418,0.00643672,0.00419587,0.00292754,0.00154332,0.00310688
0.00482878,0.00254223,0.000841752,0.00090458,0.00104922,0.00207278,0.00642656,0.0078373,0.00729204,0.00366194,0.00126648,0.00277949
0.00495338,0.00224842,0.000498839,0.000301832,0.000342141,0.00133826,0.00326752,0.00580923,0.00735447,0.00431093,0.00109604,0.00264584
0.00529538,0.00214039,0.000322071,0.00049002,0.000420984,0.000928879,0.00290131,0.00306784,0.00282214,0.00510567,0.00317866,0.00302906
0.00483686,0.0022754,0.000473828,0.000478785,0.000708193,0.000704987,0.00143569,0.00195175,0.00215297,0.00619983,0.00432428,0.00257702
0.0057877,0.00290157,0.000581523,0.000373061,0.000439441,0.000497266,0.00132427,0.00307756,0.00756336,0.00518923,0.0013125,0.0029255
0.00422958,0.00179259,0.000467155,0.000405189,0.000428502,0.00023284,0.000826201,0.00975674,0.0290126,0.0187339,0.00235591,0.00220291
0.00432796,0.00219348,0.000537608,0.000351645,0.000323358,0.000346904,0.000774466,0.00599941,0.020975,0.0162014,0.00251716,0.0020913
0.00339648,0.00125407,0.000398161,0.000352017,0.000622372,0.000534639,0.000413473,0.00193668,0.0046808,0.00556189,0.00351331,0.00225407
0.00323829,0.00263518,0.00109052,0.000752519,0.00094706,0.00120568,0.00230104,0.00302576,0.00764023,0.00581833,0.00188676,0.00204846
0.00283821,0.00198913,0.00169756,0.000875001,0.000378059,0.000702414,0.00101679,0.00217297,0.00453969,0.00393593,0.00141204,0.00179179
0.00239748,0.00114335,0.00172889,0.00118592,0.000379958,0.000550607,0.000667858,0.00201102,0.00424741,0.00262126,0.000598339,0.0016069
0.00221498,0.00172242,0.0010256,0.000775283,0.000474894,0.000422507,0.000515408,0.00159202,0.00243742,0.00223201,0.00127438,0.00292766
0.00275474,0.00163171,0.000775366,0.000669282,0.000624809,0.00120844,0.00184184,0.00202142,0.00500825,0.00466903,0.00155913,0.00200036
0.00365585,0.00192591,0.000856937,0.000606876,0.000614573,0.00103543,0.00106607,0.00116852,0.00240585,0.0023091,0.00865024,0.00931269
0.0016176,0.00101443,0.000660367,0.000917893,0.0008699,0.00133687,0.00158645,0.00140532,0.00257887,0.00131845,0.0088305,0.00900116
0.00389334,0.000924934,0.000585887,0.000613454,0.000690018,0.00102847,0.000665093,0.00150459,0.00281741,0.00205503,0.00883872,0.0120207
0.00310359,0.000933746,0.00073754,0.000740361,0.000869611,0.00123676,0.00151416,0.0016813,0.00170652,0.00144432,0.00629263,0.00870013
0.00133611,0.000301145,0.000924592,0.000949336,0.000543829,0.000680135,0.000818873,0.00107224,0.00137458,0.00128925,0.00722851,0.00649522
0.00123969,0.000783392,0.000694806,0.00058157,0.000420309,0.000380255,0.000556954,0.000847401,0.0014462,0.00174992,0.00575197,0.00601792
0.00333701,0.000475694,0.000466793,0.000463803,0.000390558,0.000464108,0.000366055,0.000869782,0.00133662,0.00089044,0.00370391,0.00839509
0.00442029,0.000656027,0.000347827,0.000299077,0.000376463,0.000321971,0.00031767,0.000597478,0.000661083,0.00076228,0.00539287,0.0128534
0.00234239,0.00150666,0.00235559,0.00261856,0.00262867,0.00164219,0.00202517,0.00199125,0.00292825,0.00287456,0.00425487,0.00617236
