,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"D:\Documents\4. University Stuff\Music\MCA\beethoven-quartet.mid",0.273, 0.002874, 0.1063, 0.1092, 0.008621, 0.1063, 0.02299, 0.2098, 0.06609, 0.01149, 0.005747, 0.07759, 34.0, 12.0, 53.0, 2.0, 59.88, 4.259, 48.0, 0.0, 7.0, 10.76, 0.0
